car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture,price_numeric,kms_numeric
Maruti Suzuki Vitara Brezza VDi,₹ 7.4 Lakh,"42,000 km",Diesel,Thane,2016,740000,42000
Honda Jazz V AT Petrol,₹ 5.9 Lakh,"26,786 km",Petrol,Mumbai,2016,590000,26786
Maruti Suzuki Celerio VXi,₹ 4.43 Lakh,"36,415 km",Petrol,Pune,2016,443000,36415
Mercedes-Benz GLE 250 d,₹ 54 Lakh,"42,000 km",Diesel,Pune,2018,5400000,42000
Honda City ZX CVT Petrol,₹ 15.11 Lakh,"7,747 km",Petrol,Mumbai,2021,1511000,7747
Maruti Suzuki Swift ZXi,₹ 7.34 Lakh,"18,619 km",Petrol,Pune,2019,734000,18619
Mercedes-Benz GLE 350 d,₹ 47 Lakh,"55,000 km",Diesel,Ahmedabad,2017,4700000,55000
Hyundai i10 Sportz 1.2 AT Kappa2,₹ 3.45 Lakh,"36,000 km",Petrol,Mumbai,2012,345000,36000
Renault Kwid 1.0 RXT [2016-2019],₹ 4.75 Lakh,"2,066 km",Petrol,Mumbai,2020,475000,2066
Audi Q2 Premium Plus I 40 TFSI quattro,₹ 30.5 Lakh,"10,700 km",Petrol,Ahmedabad,2020,3050000,10700
Maruti Suzuki Dzire VXi AMT,₹ 6.6 Lakh,"48,000 km",Petrol,Thane,2018,660000,48000
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 Lakh,"48,702 km",Petrol,Delhi,2016,498000,48702
Honda City V,₹ 6.75 Lakh,"87,693 km",Petrol,Pune,2016,675000,87693
Tata Nexon XMA (S),₹ 10.25 Lakh,"14,836 km",Petrol,Ahmedabad,2021,1025000,14836
Tata Harrier Kaziranga XZA Plus,₹ 22.9 Lakh,"16,000 km",Diesel,Ahmedabad,2022,2290000,16000
Hyundai Elite i20 Asta 1.2,₹ 7.21 Lakh,"53,864 km",Petrol,Bangalore,2018,721000,53864
Hyundai Elite i20 Sportz 1.2,₹ 8.39 Lakh,"14,546 km",Petrol,Bangalore,2019,839000,14546
Honda Amaze 1.2 VX i-VTEC,₹ 5.05 Lakh,"87,150 km",Petrol,Pune,2017,505000,87150
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 5.25 Lakh,"50,889 km",CNG,Pune,2018,525000,50889
Toyota Etios G,₹ 2.75 Lakh,"70,000 km",Petrol,Noida,2011,275000,70000
Audi A4 35 TDI Premium Plus,₹ 32.75 Lakh,"47,555 km",Diesel,Bangalore,2018,3275000,47555
Datsun redi-GO T [2016-2019],₹ 2.7 Lakh,"63,225 km",Petrol,Hyderabad,2016,270000,63225
Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],₹ 4.92 Lakh,"60,132 km",Petrol,Kolkata,2020,492000,60132
BMW 5 Series 520d Luxury Line,₹ 20.99 Lakh,"42,465 km",Diesel,Kolkata,2016,2099000,42465
Mercedes-Benz C-Class 220 BlueEfficiency,₹ 10.95 Lakh,"64,304 km",Diesel,Kolkata,2013,1095000,64304
Audi A6 35 TDI Matrix,₹ 24 Lakh,"79,059 km",Diesel,Ahmedabad,2016,2400000,79059
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.25 Lakh,"18,590 km",CNG,Thane,2021,725000,18590
Hyundai Creta 1.6 SX Plus,₹ 8.75 Lakh,"75,000 km",Diesel,Delhi,2016,875000,75000
Jeep Compass Longitude 2.0 Diesel [2017-2020],₹ 14.99 Lakh,"70,400 km",Diesel,Bangalore,2017,1499000,70400
Honda City V Petrol [2017-2019],₹ 7.6 Lakh,"79,938 km",Petrol,Thane,2017,760000,79938
Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 13 Lakh,"70,000 km",Diesel,Hyderabad,2019,1300000,70000
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 41.99 Lakh,"24,600 km",Diesel,Bangalore,2020,4199000,24600
Maruti Suzuki Baleno Alpha 1.2,₹ 5.24 Lakh,"56,800 km",Petrol,Delhi,2016,524000,56800
Maruti Suzuki Vitara Brezza VDi,₹ 8.25 Lakh,"48,174 km",Diesel,Thane,2018,825000,48174
Volkswagen Polo GT TSI,₹ 9.25 Lakh,"52,000 km",Petrol,Hyderabad,2019,925000,52000
Renault Captur RXT Petrol Dual Tone,₹ 6.9 Lakh,"34,000 km",Petrol,Mumbai,2018,690000,34000
BMW X1 sDrive20d M Sport,₹ 39 Lakh,"16,000 km",Diesel,Hyderabad,2019,3900000,16000
Maruti Suzuki Ritz Vdi BS-IV,₹ 3.45 Lakh,"92,000 km",Diesel,Hyderabad,2012,345000,92000
Maruti Suzuki Alto 800 Lxi,₹ 2.69 Lakh,"70,661 km",Petrol,Pune,2015,269000,70661
Hyundai Verna SX 1.5 VTVT,₹ 11.5 Lakh,"11,000 km",Petrol,Kolkata,2021,1150000,11000
Maruti Suzuki Swift DZire ZDI,₹ 5.5 Lakh,"89,000 km",Diesel,Chennai,2014,550000,89000
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.43 Lakh,"45,000 km",Diesel,Delhi,2018,3143000,45000
Mercedes-Benz GLA 200 Sport,₹ 21.75 Lakh,"53,000 km",Petrol,Mumbai,2017,2175000,53000
Nissan Terrano XL (D),₹ 5.75 Lakh,"85,000 km",Diesel,Mumbai,2015,575000,85000
Maruti Suzuki Swift VXi,₹ 3.34 Lakh,"46,000 km",Petrol,Ahmedabad,2012,334000,46000
Maruti Suzuki Dzire VXi,₹ 6.75 Lakh,"45,000 km",Petrol,Kolkata,2021,675000,45000
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],₹ 13.41 Lakh,"48,381 km",Petrol,Thane,2018,1341000,48381
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.82 Lakh,"20,225 km",Petrol,Delhi,2018,482000,20225
Toyota Corolla Altis VL AT Petrol,₹ 16.5 Lakh,"25,914 km",Petrol,Pune,2018,1650000,25914
Mercedes-Benz GLE 250 d,₹ 55 Lakh,"50,012 km",Diesel,Ahmedabad,2018,5500000,50012
MG Hector Smart 1.5 DCT Petrol [2019-2020],₹ 14.99 Lakh,"9,700 km",Petrol,Bangalore,2019,1499000,9700
Kia Seltos GTX Plus AT 1.4 [2019-2020],₹ 18.65 Lakh,"8,000 km",Petrol,Mumbai,2021,1865000,8000
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.2 Lakh,"47,452 km",Petrol,Ahmedabad,2016,620000,47452
Honda Jazz V Petrol,₹ 5.95 Lakh,"10,861 km",Petrol,Hyderabad,2016,595000,10861
Maruti Suzuki SX4 VXI CNG BS-IV,₹ 1.71 Lakh,"76,000 km",CNG,Delhi,2010,171000,76000
Maruti Suzuki A-Star VXI,₹ 2.95 Lakh,"15,000 km",Petrol,Ambattur,2013,295000,15000
Mahindra Marazzo M6 Plus 7 STR,₹ 11.37 Lakh,"10,616 km",Diesel,Kolkata,2020,1137000,10616
Hyundai i20 Asta (O) 1.0 Turbo DCT,₹ 11.95 Lakh,"10,530 km",Petrol,Bangalore,2021,1195000,10530
Honda Civic 1.8S MT,₹ 3.49 Lakh,"62,500 km",Petrol,Thane,2012,349000,62500
Kia Seltos GTX Plus 1.4 DCT,₹ 19.95 Lakh,"7,358 km",Petrol,Bangalore,2021,1995000,7358
Citroen C5 Aircross Shine,₹ 35 Lakh,"27,000 km",Diesel,Hyderabad,2021,3500000,27000
Honda City 1.5 V MT,₹ 3.1 Lakh,"95,000 km",Petrol,Mumbai,2010,310000,95000
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.15 Lakh,"36,234 km",Petrol,Kolkata,2018,415000,36234
Maruti Suzuki Alto 800 LXi CNG [2019-2020],₹ 3.89 Lakh,"54,765 km",CNG,Pune,2019,389000,54765
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.65 Lakh,"58,000 km",Petrol,Thane,2017,465000,58000
Hyundai Santro Sportz AMT [2018-2020],₹ 5.89 Lakh,"13,772 km",Petrol,Bangalore,2018,589000,13772
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 7.78 Lakh,"8,423 km",CNG,Pune,2021,778000,8423
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.5 Lakh,"47,000 km",Diesel,Mumbai,2018,3150000,47000
Hyundai Verna 1.6 CRDI SX (O),₹ 10.9 Lakh,"45,000 km",Diesel,Ahmedabad,2019,1090000,45000
Mahindra Scorpio VLX 2WD Airbag BS-IV,₹ 6.15 Lakh,"1,27,000 km",Diesel,Hyderabad,2014,615000,127000
Honda City V,₹ 6.15 Lakh,"21,946 km",Petrol,Thane,2015,615000,21946
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 5.51 Lakh,91 km,Diesel,Ahmedabad,2015,551000,91
Ford EcoSport Titanium 1.5 TDCi,₹ 4.34 Lakh,"59,685 km",Diesel,Kolkata,2013,434000,59685
Skoda Superb L&K TSI AT,₹ 34.9 Lakh,"14,500 km",Petrol,Pune,2021,3490000,14500
Maruti Suzuki Ertiga ZDI + SHVS,₹ 10.8 Lakh,"65,917 km",Diesel,Hyderabad,2018,1080000,65917
Maruti Suzuki Wagon R VXi 1.0 [2019-2019],₹ 4.25 Lakh,"34,124 km",Petrol,Kolkata,2018,425000,34124
Maruti Suzuki Celerio VXi [2019-2020],₹ 4.86 Lakh,"25,834 km",Petrol,Delhi,2019,486000,25834
Maruti Suzuki Alto K10 LXi,₹ 2.36 Lakh,"58,073 km",Petrol,Delhi,2014,236000,58073
Maruti Suzuki Wagon R 1.0 VXi,₹ 3.57 Lakh,"52,002 km",Petrol,Bangalore,2013,357000,52002
Hyundai Tucson GLS 4WD AT Diesel,₹ 19.9 Lakh,"17,852 km",Diesel,Ahmedabad,2018,1990000,17852
Volkswagen Tiguan Highline TDI,₹ 24.95 Lakh,"41,797 km",Diesel,Thane,2018,2495000,41797
Jaguar XF 2.2 Diesel Luxury,₹ 19.5 Lakh,"36,000 km",Diesel,Kolkata,2014,1950000,36000
Honda Amaze 1.2 S i-VTEC,₹ 5.21 Lakh,"37,206 km",Petrol,Pune,2016,521000,37206
Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 3.35 Lakh,"1,06,900 km",CNG,Thane,2013,335000,106900
Hyundai Elite i20 Asta 1.2,₹ 6.4 Lakh,"46,000 km",Petrol,Thane,2017,640000,46000
BMW X4 xDrive20d M Sport X [2019-2020],₹ 62.5 Lakh,"13,600 km",Diesel,Ahmedabad,2020,6250000,13600
Maruti Suzuki Vitara Brezza VDi,₹ 7.35 Lakh,"69,812 km",Diesel,Delhi,2018,735000,69812
Maruti Suzuki Vitara Brezza VDi,₹ 8.01 Lakh,"33,747 km",Diesel,Delhi,2019,801000,33747
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.6 Lakh,"36,122 km",Petrol,Kolkata,2015,360000,36122
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 Lakh,"38,447 km",Petrol,Thane,2019,475000,38447
Hyundai Elite i20 Sportz 1.2,₹ 6.35 Lakh,"18,000 km",Petrol,Thane,2017,635000,18000
Hyundai i10 Magna 1.2 Kappa2,₹ 2.95 Lakh,"63,000 km",Petrol,Mumbai,2013,295000,63000
Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT,₹ 7.12 Lakh,"24,736 km",Petrol,Pune,2020,712000,24736
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.89 Lakh,"25,160 km",Diesel,Delhi,2018,3189000,25160
Audi Q3 35 TDI Premium + Sunroof,₹ 21.5 Lakh,"76,840 km",Diesel,Hyderabad,2016,2150000,76840
BMW X1 sDrive20i xLine,₹ 41.9 Lakh,"19,000 km",Petrol,Pune,2021,4190000,19000
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.5 Lakh,"56,000 km",Petrol,Thane,2015,450000,56000
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.59 Lakh,"26,250 km",Petrol,Delhi,2015,359000,26250
Hyundai i10 Magna,₹ 2.5 Lakh,"43,278 km",Petrol,Hyderabad,2008,250000,43278
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.75 Lakh,"58,676 km",Petrol,Mumbai,2018,1275000,58676
Maruti Suzuki Dzire VXi,₹ 6.41 Lakh,"30,663 km",Petrol,Chennai,2019,641000,30663
Maruti Suzuki Swift DZire VXI,₹ 4.15 Lakh,"71,138 km",Petrol,Thane,2013,415000,71138
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 10.85 Lakh,"17,002 km",Petrol,Bangalore,2019,1085000,17002
Skoda Yeti Active 2.0 TDI CR 4x2,₹ 3.49 Lakh,"86,000 km",Diesel,Ahmedabad,2012,349000,86000
Hyundai Santro Xing XG AT,₹ 3 Lakh,"74,000 km",Petrol,Pallikarnai,2007,300000,74000
Maruti Suzuki Alto K10 VXi,₹ 2.34 Lakh,"15,685 km",Petrol,Pune,2012,234000,15685
Tata Tiago XE,₹ 4 Lakh,"1,00,088 km",Petrol,Ambattur,2022,400000,100088
Mercedes-Benz GL 350 CDI,₹ 47 Lakh,"69,000 km",Diesel,Hyderabad,2015,4700000,69000
Honda City E,₹ 5.3 Lakh,"69,000 km",Petrol + 1,Pallikarnai,2014,530000,69000
Maruti Suzuki Baleno Alpha 1.2,₹ 6.9 Lakh,"40,244 km",Petrol,Mumbai,2018,690000,40244
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 8.29 Lakh,"35,724 km",Petrol,Bangalore,2017,829000,35724
Hyundai Tucson 2WD MT Diesel,₹ 7.61 Lakh,"12,030 km",Diesel,Delhi,2021,761000,12030
Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.97 Lakh,"43,152 km",Petrol,Pune,2017,697000,43152
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.95 Lakh,"1,20,000 km",Diesel,Hyderabad,2017,1195000,120000
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 18 Lakh,"21,105 km",Petrol,Hyderabad,2021,1800000,21105
Honda Brio S MT,₹ 4.39 Lakh,"46,089 km",Petrol,Bangalore,2014,439000,46089
Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.92 Lakh,"18,568 km",Petrol,Chennai,2020,492000,18568
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.39 Lakh,"57,847 km",Petrol,Bangalore,2018,539000,57847
Volkswagen Vento Highline Diesel AT,₹ 6.35 Lakh,"58,436 km",Diesel,Mumbai,2015,635000,58436
Maruti Suzuki Swift VXi,₹ 4.9 Lakh,"52,000 km",Petrol,Ahmedabad,2015,490000,52000
Volkswagen Vento Highline Plus 1.0L TSI Automatic,₹ 13.5 Lakh,"30,788 km",Petrol,Hyderabad,2021,1350000,30788
Honda Amaze 1.5 S i-DTEC,₹ 4.5 Lakh,"90,354 km",Diesel,Hyderabad,2014,450000,90354
Kia Seltos HTE 1.5,₹ 10.75 Lakh,"11,870 km",Petrol,Chennai,2021,1075000,11870
Toyota Corolla Altis 1.8 G L CNG,₹ 3.45 Lakh,"1,49,500 km",CNG,Thane,2010,345000,149500
Hyundai Xcent S 1.2 (O),₹ 4.75 Lakh,"44,000 km",Petrol,Ahmedabad,2015,475000,44000
Hyundai Santa Fe 2WD MT [2014-2017],₹ 16.25 Lakh,"55,545 km",Diesel,Bangalore,2015,1625000,55545
Tata Tiago Revotron XT [2016-2019],₹ 4.45 Lakh,"57,000 km",Petrol,Noida,2018,445000,57000
Skoda Rapid Style 1.5 TDI AT,₹ 8.25 Lakh,"1,23,000 km",Diesel,Hyderabad,2017,825000,123000
Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 Lakh,"24,595 km",Petrol,Mumbai,2016,445000,24595
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.25 Lakh,"49,000 km",Petrol,Mumbai,2012,325000,49000
Tata Safari XZA Plus Adventure,₹ 24 Lakh,"16,600 km",Diesel,Hyderabad,2021,2400000,16600
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 9.23 Lakh,"30,830 km",Petrol,Pune,2018,923000,30830
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.65 Lakh,"72,000 km",CNG,Thane,2017,465000,72000
Audi A4 2.0 TDI (177bhp) Premium Plus,₹ 16.5 Lakh,"89,070 km",Diesel,Ahmedabad,2014,1650000,89070
Mahindra XUV300 1.2 W6 [2019-2019],₹ 7.24 Lakh,"15,777 km",Petrol,Kolkata,2021,724000,15777
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 29.75 Lakh,"25,000 km",Diesel,Mumbai,2017,2975000,25000
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.23 Lakh,"56,907 km",Diesel,Kolkata,2018,1023000,56907
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 31 Lakh,"33,500 km",Diesel,Hyderabad,2021,3100000,33500
Maruti Suzuki Alto 800 Lxi,₹ 2.98 Lakh,"24,456 km",Petrol,Pune,2016,298000,24456
Volkswagen Vento Highline Diesel AT [2015-2016],₹ 7.9 Lakh,"48,000 km",Diesel,Ahmedabad,2016,790000,48000
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.09 Lakh,"21,187 km",CNG,Pune,2021,709000,21187
Hyundai Elite i20 Magna 1.2,₹ 3.95 Lakh,"58,326 km",Petrol,Delhi,2014,395000,58326
Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.33 Lakh,"12,566 km",Petrol,Chennai,2019,433000,12566
Maruti Suzuki Celerio ZXi,₹ 3.98 Lakh,"49,821 km",Petrol,Delhi,2015,398000,49821
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 3.95 Lakh,"25,028 km",Petrol,Mumbai,2013,395000,25028
Mahindra KUV100 NXT K2 6 STR,₹ 4.51 Lakh,"41,604 km",Petrol,Ahmedabad,2018,451000,41604
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.55 Lakh,"80,386 km",Petrol,Pune,2011,255000,80386
Mercedes-Benz E-Class E 220 d Avantgarde,₹ 60 Lakh,"17,500 km",Diesel,Ahmedabad,2020,6000000,17500
Maruti Suzuki Ciaz Alpha 1.3 Hybrid,₹ 8.7 Lakh,"27,095 km",Diesel,Kolkata,2019,870000,27095
Honda City VX Diesel,₹ 8.85 Lakh,"34,178 km",Diesel,Kolkata,2018,885000,34178
Mahindra XUV500 W10,₹ 9.75 Lakh,"37,000 km",Diesel,Kolkata,2016,975000,37000
Hyundai Elantra 1.6 SX (O) AT,₹ 13 Lakh,"85,930 km",Diesel,Hyderabad,2017,1300000,85930
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.3 Lakh,"35,373 km",Petrol,Hyderabad,2017,530000,35373
Hyundai Elite i20 Asta 1.2,₹ 4.46 Lakh,"54,136 km",Petrol,Kolkata,2015,446000,54136
BMW 5 Series 530i M Sport [2019-2019],₹ 68 Lakh,"9,664 km",Petrol,Mumbai,2022,6800000,9664
Honda Jazz VX Petrol,₹ 5.32 Lakh,"34,640 km",Petrol,Kolkata,2018,532000,34640
Renault Duster RXL Petrol,₹ 6.99 Lakh,"50,244 km",Petrol,Bangalore,2017,699000,50244
Honda WR-V VX MT Petrol,₹ 7.85 Lakh,"29,099 km",Petrol,Mumbai,2018,785000,29099
Volkswagen Polo GT TSI,₹ 6.95 Lakh,"27,239 km",Petrol,Thane,2016,695000,27239
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 2.45 Lakh,"41,000 km",Petrol,Kolkata,2014,245000,41000
Datsun GO+ T (O) W/VDC,₹ 4.98 Lakh,"15,755 km",Petrol,Kolkata,2019,498000,15755
Audi A4 2.0 TDI (177bhp) Premium,₹ 13.95 Lakh,"57,566 km",Diesel,Thane,2015,1395000,57566
Maruti Suzuki Alto 800 Lxi,₹ 2.39 Lakh,"65,315 km",Petrol,Hyderabad,2012,239000,65315
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.79 Lakh,"74,200 km",Petrol,Bangalore,2016,379000,74200
Hyundai Elite i20 Magna Executive 1.2,₹ 6.9 Lakh,"45,000 km",Petrol,Ahmedabad,2018,690000,45000
Skoda Slavia Style 1.0L TSI AT,₹ 16.58 Lakh,"6,098 km",Petrol,Chennai,2022,1658000,6098
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 4.25 Lakh,"46,150 km",Petrol,Ahmedabad,2016,425000,46150
BMW X1 sDrive20d Expedition,₹ 22.5 Lakh,"68,714 km",Diesel,Hyderabad,2016,2250000,68714
Honda Amaze 1.2 S i-VTEC,₹ 4.3 Lakh,"61,000 km",Petrol,Ahmedabad,2013,430000,61000
BMW X1 sDrive20d xLine,₹ 44.75 Lakh,"7,100 km",Diesel,Chennai,2021,4475000,7100
Mercedes-Benz S-Class S 350 CDI,₹ 69 Lakh,"18,000 km",Diesel,Ahmedabad,2017,6900000,18000
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.95 Lakh,"21,800 km",Petrol,Bangalore,2020,795000,21800
Hyundai Santro Sportz,₹ 5.89 Lakh,"47,873 km",Petrol,Pune,2020,589000,47873
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 Lakh,"84,827 km",Petrol,Chennai,2018,475000,84827
Tata Tiago Revotron XZA [2017-2019],₹ 4.75 Lakh,"34,867 km",Petrol,Mumbai,2017,475000,34867
Volvo V40 D3 R-Design,₹ 16.75 Lakh,"47,000 km",Diesel,Mumbai,2018,1675000,47000
Renault Kwid 1.0 RXT AMT Opt [2016-2019],₹ 4.56 Lakh,"53,447 km",Petrol,Chennai,2019,456000,53447
Bentley Continental GT Coupe,₹ 70 Lakh,"19,506 km",Petrol,Hyderabad,2008,7000000,19506
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.94 Lakh,"67,844 km",Petrol,Pune,2014,394000,67844
Renault Kwid 1.0 RXL [2017-2019],₹ 3.35 Lakh,"32,000 km",Petrol,Thane,2017,335000,32000
Honda Amaze 1.2 S AT i-VTEC Opt,₹ 6.49 Lakh,"15,075 km",Petrol,Bangalore,2016,649000,15075
Hyundai Elite i20 Asta 1.2 [2016-2017],₹ 6.5 Lakh,"1,00,000 km",Petrol,Hyderabad,2016,650000,100000
Honda Brio VX AT,₹ 4.35 Lakh,"46,314 km",Petrol,Mumbai,2014,435000,46314
Maruti Suzuki Baleno Zeta 1.3,₹ 7.3 Lakh,"58,238 km",Diesel,Hyderabad,2017,730000,58238
Ford Figo Trend 1.2 Ti-VCT,₹ 4.3 Lakh,"44,000 km",Petrol,Ahmedabad,2017,430000,44000
Skoda Rapid Style 1.6 MPI,₹ 6.66 Lakh,"45,834 km",Petrol,Pune,2016,666000,45834
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 39 Lakh,"22,000 km",Diesel,Hyderabad,2020,3900000,22000
Ford Aspire Trend Plus CNG,₹ 6.77 Lakh,"47,781 km",CNG,Pune,2019,677000,47781
Honda WR-V VX MT Petrol,₹ 7.35 Lakh,"51,425 km",Petrol,Ahmedabad,2018,735000,51425
Jaguar XE Prestige Diesel,₹ 37.75 Lakh,"9,090 km",Diesel,Bangalore,2018,3775000,9090
Tata Nexon EV XZ Plus,₹ 18.75 Lakh,"7,000 km",Electric,Ahmedabad,2022,1875000,7000
Honda Amaze 1.2 VX i-VTEC,₹ 4.39 Lakh,"44,114 km",Petrol,Pune,2013,439000,44114
Honda Jazz SV Petrol,₹ 4.95 Lakh,"52,000 km",Petrol,Noida,2015,495000,52000
Tata Safari XZA New,₹ 26.15 Lakh,"6,625 km",Diesel,Pune,2022,2615000,6625
Renault Duster 110 PS RXZ 4X2 AMT Diesel,₹ 8.95 Lakh,"62,732 km",Diesel,Thane,2018,895000,62732
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24 Lakh,"1,21,842 km",Diesel,Hyderabad,2018,2400000,121842
Skoda Rapid Ambition 1.6 MPI AT,₹ 8.99 Lakh,"57,702 km",Petrol,Bangalore,2018,899000,57702
Hyundai Verna Fluidic 1.6 VTVT SX Opt,₹ 6.49 Lakh,"40,493 km",Petrol,Bangalore,2015,649000,40493
Maruti Suzuki Swift VDi,₹ 7.5 Lakh,"65,000 km",Diesel,Hyderabad,2018,750000,65000
Ford EcoSport Ambiente 1.5L Ti-VCT,₹ 6.25 Lakh,"30,723 km",Petrol,Noida,2017,625000,30723
Hyundai i20 Sportz 1.2 (O),₹ 8.89 Lakh,"15,608 km",Petrol,Bangalore,2020,889000,15608
Renault Triber RXZ [2019-2020],₹ 7.65 Lakh,"19,000 km",Petrol,Mumbai,2021,765000,19000
